Candidate name,Candidate Age,Candidate Party,So/Wo/Do,Candidate Educations,Candidate A&L,Candidate Self Professions,Candidate Spouse Professions,Candidate Criminal Cases
DEEPAK HARISHCHANDRA PALKAR ,"
 39
        ","
IND
 ","

Harishchandra Palkar
        ","


10th Pass
 11th Pass From Jyoti Vidyalay Dandiya Bajar, Vadodara March 2002, 10th Pass From Gujarat Secondary Education Board Gandhinagar Year March 2000
","23,12,226 ~23 Lacs+ ",Self tdYearly 248650,Yearly 240000,0
DEEPAKBHAI KESHAVLAL VEKARIYA (D.K. VEKARIYA) ,"
 59
        ","
INC
 ","

Keshavlal Popatlal Vekariya
        ","


12th Pass
 FY BA From Shri G.K. And C.K. Bosmiya College - Jetpur Year 1984
","79,92,224 ~79 Lacs+ ",Self tdCommission Agent,Tailoring Work,0
DENGADA PRAVINBHAI MEGHJIBHAI ,"
 60
        ","
IND
 ","

Meghjibhai Rupabhai Dengada
        ","


Illiterate
 
","60,000 ~60 Thou+ ",Self tdConstruction,Homemaker,4
DENGADA SANJAY PRAVINBHAI ,"
 29
        ","
IND
 ","

Pravinbhai Dengada
        ","


10th Pass
 10th Pass From Shri Municipal Highschool Kalavad Jamnagar
","57,000 ~57 Thou+ ",Self tdLabor,Housewife,0
DESAI MUKESHKUMAR ,"
 56
        ","
INC
 ","

Mondhjibhai Desai
        ","


5th Pass
 6th Pass From Kheralu Taluka Primary Kumar School No 1, Kheraluu Mahesana Year 1979
","2,85,75,048 ~2 Crore+ ",Self tdFarming & Business,Job,1
DESAI PANKAJBHAI VINUBHAI ,"
 61
        ","
BJP
 ","

Vinubhai Desai
        ","


Graduate
 Bachelor Of Science From J &amp; J College Of Science Nadiad (Gujarat University Ahmedabad) In Year 1982
","11,08,00,206 ~11 Crore+ ","Self tdFarming, MLA (Social Worker)",Business & Farming,0
DESAI PARTH RAGHUNATH ,"
 28
        ","
IND
 ","

Raghunath 
        ","


Graduate
 BA Gujarat University 2016
","33,85,000 ~33 Lacs+ ",Self tdJob,Nil,0
DESAI RAKESH GUNVANTBHAI ,"
 55
        ","
BJP
 ","

Gunvantbhai Desai
        ","


Others
 Diploma in Automobiles engineer (with in plant training) Techincal examination board gujarat in 1988
","1,89,46,056 ~1 Crore+ ",Self tdInsurance surveyor and farmer,Job,0
DESAI YATISH GOVINDLAL ,"
 54
        ","
INC
 ","

Govindlal Shivalal Desai 
        ","


Graduate Professional
  LLB  From S.S Ajmera Law College ,Gondal  In 1991 &amp; B.Com  From M.B Arts &amp; Com. College Gondal Saurashtra University In 1988
","3,30,39,609 ~3 Crore+ ",Self tdAdvocate,Rental Business,0
DEVABHAI PUNJABHAI MALAM ,"
 63
        ","
BJP
 ","

Punjabhai Devashibhai Malam
        ","


Literate
 4th Pass Galsi Primary School 
","4,55,69,640 ~4 Crore+ ",Self tdAgriculture,Nil,0
DEVANGKUMAR NARHARILAL SHELAT ,"
 32
        ","
IND
 ","

Narharilal Shelat
        ","


12th Pass
 HSC from MM High School, Sojitra in Year 2008 ITI (COPA) from Maniben Sardar Patel Manavvikas Sojitra in Year 2009
","28,35,519 ~28 Lacs+ ","Self tdComputer, Printer and Software Repair",NA,0
DEVENDRA FOGABHA MANEK ,"
 30
        ","
IND
 ","

Fogama Amarsinh Manek
        ","


8th Pass
 10th Fail From Mithapur Highschool, Mithapur Taluka. Dwarka Gujarat Secondary Board Year 2014
","2,90,578 ~2 Lacs+ ",Self tdPrivate Job,Housewife,0
DEVENDRABHAI(DOLATBHAI) PRAVINCHANDRA PATEL ,"
 36
        ","
AAP
 ","

Pravinchand Patel
        ","


12th Pass
 12th Pass from Adarsh Vidyavihar, Sabarmati, Ahmedabad, in Year 2004
","8,27,95,732 ~8 Crore+ ",Self tdAgriculture,Housewife,0
DEVIPUJAK RAJESHBHAI LAGHRABHAI ,"
 32
        ","
IND
 ","

Lagharbhai
        ","


5th Pass
 5th Sakar primary school Lakhtar
","15,000 ~15 Thou+ ",Self tdLabour,House wife,0
DEVKISHORDASJI BHAKTISVARUPDASJI SWAMI ,"
 50
        ","
BJP
 ","

Bhaktiswarup Dasji Swami
        ","


Post Graduate
 M.A. &amp; B.Ed. From Shri Swami Narayan Sanskrit College, Taluka-Nadiyad, Dist.-Kheda, Year-1995
","99,99,593 ~99 Lacs+ ",Self tdIncome From Agriculture,NA,0
DEVRAJBHAI MASHRUBHAI MAKVANA ,"
 38
        ","
IND
 ","

Masrubhai Makhwana
        ","


12th Pass
 12th Pass From Gujarat Secondary and Higher Secondary Board, Gandhinagar in Year 2015
","62,59,000 ~62 Lacs+ ",Self tdAgriculture ,Housewife,1
DHADHAL AMIRAJSINH JAGUBHAI ,"
 27
        ","
Praja Vijay Paksh
 ","

Jagubhai  Apabhai Dhadhal
        ","


10th Pass
 SSC Pass From Khas High School , Khas Year-2014
","1,50,000 ~1 Lacs+ ",Self tdJob,Housewife,1
DHAMELIYA DINESHBHAI CHHAGANBHAI ,"
 49
        ","
Real Democracy Party
 ","

Chhaganbhai Dhameliya
        ","


Graduate Professional
 B.A.M.S. from Gujarat University Jamnagar in 1996
","1,56,45,622 ~1 Crore+ ",Self tdDoctor Business,Job work,0
DHANANI PARESHKUMAR DHIRAJLAL ,"
 46
        ","
INC
 ","

Dhirajlal Ravjibhai Dhanani
        ","


Graduate
 B.Com Graduate From Saurashtra University, Rajkot - Year 2000 April
","1,94,53,081 ~1 Crore+ ",Self tdMLA  Salary And Farming,Private Tuition,0
DHANSUKHBHAI BHAGVATIPRASAD RAJPUT ,"
 63
        ","
INC
 ","

Bhagvatiprasad Sabhajisingh Rajput
        ","


12th Pass
 F.Y. B.Com From South Gujarat University Surat Year-1981
","16,33,89,912 ~16 Crore+ ",Self tdBusiness ,Housewife,0
DHARAMSHIBHAI RAMJIBHAI DHAPA ,"
 47
        ","
Vyavastha Parivartan Party
 ","

Ramjibhai Dhapa 
        ","


10th Pass
 12th Fail From  Vadva Vidhyabhan High School Bhavnagar Year-1994 
","30,40,000 ~30 Lacs+ ",Self tdGeneral Store,General Store,4
DHARMENDRA KUMAR PANDEY ,"
 28
        ","
Jan Sangharsh Virat Party
 ","

Ramakant Pandey
        ","


Others
 Engineering Diploma in ECE (BTE UP, Lucknow, Nov-2012)
","21,87,000 ~21 Lacs+ ",Self tdIT Engineer,IT Sales,0
DHARMENDRABHAI SHANTILAL PATEL ,"
 47
        ","
INC
 ","

Shantilal Patel
        ","


12th Pass
 F.Y. B.com from gujarat university from Bhawans college 
","9,57,93,227 ~9 Crore+ ","Self tdSelf employed, Building Construction",Private Tuition and rent,0
DHARMENDRASINH RANUBHA VAGHELA (BAPU) ,"
 55
        ","
IND
 ","

Ranubha Vaghela
        ","


10th Pass
 SSC Pass From Budh Dev Vidyalay Raika Vadodara Year 1984-85
","1,11,98,39,741 ~111 Crore+ ","Self tdBusiness, Farming, Rent, Bank Interest",Salary,0
DHARMIKBHAI NANUBHAI MALAVIYA ,"
 28
        ","
AAP
 ","

Nanubhai Malviya
        ","


12th Pass
 HSC from Khodiyar Vidyalaya In 2011 &amp; 1st Year of Bachelor of Science From Dr. Babasaheb Ambedkar Open University in 2022
","10,65,204 ~10 Lacs+ ",Self tdBusiness,NA,7
DHAVAL ANIL CHAVAN ,"
 36
        ","
IND
 ","

Anil B. Chavan
        ","


Post Graduate
 Master Of Engineering From Lawar University 2014 &amp; Bachelor Of Engineering From M S University Of Baroda 2009
","2,30,78,294 ~2 Crore+ ",Self tdRent From Property,NA,0
DHAVALSINH NARENDRASINH ZALA ,"
 47
        ","
IND
 ","

Narendrasinh 
        ","


Post Graduate
 M.A. from Gujarat University in 1999
","16,40,02,899 ~16 Crore+ ",Self tdJob (Achary Shri Nutan School),Teacher (A-One Xaviers English School),1
DHELIBEN MALDEBHAI ODEDARA ,"
 58
        ","
BJP
 ","

Maldebhai Odedara
        ","


10th Pass
 10th Pass From Gujarat University Education Board Gandhinagar Year March 2011
","3,63,00,000 ~3 Crore+ ",Self tdFarming,No,0
DHIRUBHAI CHUNILAL BHIL ,"
 70
        ","
INC
 ","

Chunilal Himmatbhai Poona
        ","


8th Pass
 9th Pass from Smt. Ambaben Bhailalbhai patel Vidyalaya Mu. Kashipura Po. Avalli, Ta Jetpur Dist. Vadodara 
","2,99,01,347 ~2 Crore+ ",Self tdFarming,House Wife,0
DHOLARIYA VIRAL GOVINDBHAI ,"
 29
        ","
IND
 ","

Govindbhai Dholariya
        ","


Graduate
 B.Com from J.Z. Shah Arts and Dessai Commerce College, Veer Narmad South Gujarat University in 2013
","43,40,005 ~43 Lacs+ ",Self tdConstruction Work,Job,0
DHORIYA RAMESHBHAI BHAVABHAI ,"
 36
        ","
IND
 ","

Bhavabhai Raujibhai Dhoriya
        ","


8th Pass
 8th Pass from Shree Uttar Buniyadi Vidyalaya, Kulgram in Year 1997
","40,000 ~40 Thou+ ",Self tdFarming Labour,Housewife,0
DHRANGI KALABHAI MAVABHAI ,"
 36
        ","
IND
 ","

Mavabhai Dhrangi
        ","


12th Pass
 12th Pass From Sarkari Higher Secondary School Palanpur
","3,32,500 ~3 Lacs+ ",Self tdFarming,Housewife,1
DHRUVAL PATEL ,"
 40
        ","
INC
 ","

Sadhubhai Patel
        ","


10th Pass
 SSC Pass from D.P. Desai High School Nadiad in 1998
","3,88,37,925 ~3 Crore+ ","Self tdPoultry Farm, Piplag, Teh. Nadiad (Proprietor)","Sadhu Group of Engineering Co., Piplag, Teh. Nadiad (Proprietor)",0
DHULABHAI BHABHOR ,"
 67
        ","
BSP
 ","

Bhabhor Ditabhai Dholabhai
        ","


10th Pass
 Self Old SSC
","92,867 ~92 Thou+ ",Self tdAgriculture and Retired,House Wife ,0
DILABHAI KOREJA ,"
 54
        ","
IND
 ","

Ishambhai Koreja
        ","


5th Pass
 5th Pass Akala Private School
","9,48,535 ~9 Lacs+ ",Self tdNA,NA,1
DILIPKUMAR VIRAJIBHAI THAKOR ,"
 63
        ","
BJP
 ","

Virajibhai Thakor
        ","


10th Pass
 Old SSC
","6,08,48,514 ~6 Crore+ ",Self tdFarming & Animal Husbandry/ MLA Gujarat State Income Allowance,Farming & Animal Husbandry,0
DILIPSINH VALJIBHAI KATARIA ,"
 62
        ","
BSP
 ","

Valjibhai Kataria
        ","


10th Pass
 10th Pass Year April 2014
","20,57,500 ~20 Lacs+ ",Self tdJob,NA,0
DINESHBHAI BALUBHAI PATEL (DINUMAMA) ,"
 64
        ","
IND
 ","

Balubhai Patel
        ","


Graduate
 Bachelor Of Pre Commerce From Maharaja Sayajiroa University Year 1977
","65,76,09,433 ~65 Crore+ ","Self tdBusiness, Farming & Rent Income","Business, Farming & Rent Income",0
DINESHBHAI KANUBHAI BARIA ,"
 43
        ","
AAP
 ","

Kanubhai Bariya
        ","


Graduate Professional
 B.Ed. From Gujarat University In Year 2005
","26,47,930 ~26 Lacs+ ",Self tdPrivate Tution Class,NA,0
DINESHBHAI LAKHABHAI RATHOD ,"
 37
        ","
BSP
 ","

Lakhabhai Rathod
        ","


Literate
 5th Fail, Todi Primary School
","5,60,000 ~5 Lacs+ ",Self tdCentring Work 40000,NA,0
DINESHBHAI PATAJI CHAUHAN ,"
 49
        ","
IND
 ","

Pataji Chauhan
        ","


12th Pass
 12th Pass
","1,80,000 ~1 Lacs+ ",Self tdLabor Work,Housewife,1
DINESHBHAI SAGTHABHAI PATEL ,"
 41
        ","
IND
 ","

Sagthabhai Panabhai Patel
        ","


12th Pass
 12th Pass Gandhinagar
","1,75,000 ~1 Lacs+ ",Self tdPrivate Job,House Wife ,0
DINESHBHAI VYAS ,"
 26
        ","
IND
 ","

Ramakantbhai Vyas
        ","


12th Pass
 F Y B A Sanskrit &amp; Diploma In Fashion Designing in 1998
","10,00,000 ~10 Lacs+ ",Self tdNo,Unmarried,0
DINESHJI ,"
 48
        ","
AAP
 ","

Hajurji Thakur
        ","


10th Pass
 10th Pass From Dr.Vikram Sarabhai Vividhlaxi Vidyalaya, Vadnagar Taluka-Vadnagar District-Mehsana Year-1989
","38,54,000 ~38 Lacs+ ",Self tdFarming,Service,1
DINESHKUMAR ALJIBHAI SOLANKI ,"
 46
        ","
IND
 ","

Aljibhai Solanki
        ","


12th Pass
 12th Pass from Sardar Patel Higher Secondary School
","18,00,000 ~18 Lacs+ ",Self tdWiring Work,NIL,0
DINESHKUMAR MOHANBHAI JOSHI ,"
 57
        ","
AAP
 ","

Mohan Bhai Joshi
        ","


8th Pass
 9th Pass From Shree Saurashtra High School, Rajkot in Year 1981
","4,70,67,811 ~4 Crore+ ",Self tdBusiness Income,Business Income,0
DINESHKUMAR REVABHAI RATHOD ,"
 50
        ","
BSP
 ","

Revabhai Methabhai 
        ","


10th Pass
 SSC Pass From Gujarat Secondary &amp; Higher Secondary Education Board Gandhinagar In Year-1995
","58,27,000 ~58 Lacs+ ",Self tdAgriculture ,NA,0
DINESHSINH GANPATSINH MAHIDA ,"
 52
        ","
INC
 ","

Ganpatsingh Mahida
        ","


12th Pass
 SSC Shri Nagindas Mangalal High School Ahmedabad Year 1988 ITI Ahmedabad Year 1991, HSC Shri Nagindas Maganlal High School Ahmedabad Year 1988
","74,95,442 ~74 Lacs+ ",Self tdLand Broker and Parlor ,House Wife,1
DINESHSINH RAJENDRASINH KUSHWAHA ,"
 54
        ","
BJP
 ","

Rajendrasinh Kushwaha
        ","


12th Pass
 12th (Technical) From D.A. Patel Technical High School, Year-1987
","6,50,50,412 ~6 Crore+ ",Self tdIncome From Transport & Farming,Transport,0
DIPABEN NILESHBHAI SANTWANI ,"
 42
        ","
IND
 ","

Nileshbhai
        ","


10th Pass
 10th 
","84,401 ~84 Thou+ ",Self tdBeautician ,NA,0
DIPAK BAROT ,"
 56
        ","
INC
 ","

Dashrathlal Shivlal Barot
        ","


10th Pass
 11th Pass From Commerce Sheth P.H.Vidyalaya Year-1981
","8,58,73,743 ~8 Crore+ ",Self tdJigar Finance Propriter,NA,1
DIPAK I SEVAK (RAM) ,"
 62
        ","
IND
 ","

Induprasad karharilal Sevak
        ","


8th Pass
 9th Pass From Sansthan Highschool Dakor Thasra Kheda
","80,10,000 ~80 Lacs+ ",Self tdSeva Punja,No,0
DIPAKBHAI PRAVINBHAI RATHOD ,"
 34
        ","
CPI(M)
 ","

Pravinbhai Shukkarbhai Rathod
        ","


10th Pass
 10th Pass from IC Gandhi High School Sumul Dairy Road Surat
","85,000 ~85 Thou+ ",Self tdLabour,House wife,1
DODIYA MANSINGBHAI JESINGBHAI ,"
 44
        ","
INC
 ","

Jesingbhai Dodiya
        ","


Graduate
 B.A. South Gujarat University Year March 2003
","7,43,25,533 ~7 Crore+ ","Self tdTransportation, Construction And Farming",Housewife,0
DOLSANGJI D THAKOR ,"
 54
        ","
Jan Sewa Driver Party
 ","

Ghanaji Thakor
        ","


8th Pass
 8th Pass From Sarvoday High School Becharaji Gujarat Board Year 1983
","7,79,530 ~7 Lacs+ ",Self tdAgriculture,Agriculture  ,0
DR. C. J. CHAVDA ,"
 64
        ","
INC
 ","

Chavda Javaji
        ","


Graduate Professional
 LLB from Gujarat University in Year 1989
","15,39,24,584 ~15 Crore+ ",Self tdBuilder & Land Business,Animal Husbandry & Govt Service,1
DR. DARSHITA SHAH ,"
 53
        ","
BJP
 ","

Paras PrafullaBhai Shah
        ","


Post Graduate
 MBBS, MD (Pathology) From M.P Shah Medical College Jamnagar Saurashtra University Year 1995
","10,05,09,572 ~10 Crore+ ","Self tdDeputy Mayor (Salary), Doctor Salary",Private Practice,0
DR. DARSHNA CHANDUBHAI DESHMUKH(VASAVA) ,"
 54
        ","
BJP
 ","

Chandubhai Deshmukh
        ","


Post Graduate
 MBBS, MD (Gynaecologist) From MS University Vadodara Year 1998
","3,69,53,667 ~3 Crore+ ",Self tdHospital,Government Job,0
DR. DINESHBHAI BHURABHAI MUNIYA ,"
 52
        ","
AAP
 ","

Muniya Bhurabhai
        ","


Doctorate
 Ph.d Sauhrashtra University 2015
","1,78,30,767 ~1 Crore+ ",Self tdSalary,Salary ,0
DR. DINESHBHAI CHHAGANBHAI DHAMELIYA ,"
 49
        ","
Real Democracy Party
 ","

Chaganbhai Dhameliya
        ","


Graduate Professional
 Bachelor of Ayurveda Medicine and Surgery From Gujarat University Jamnagar Year 1996
","1,56,45,622 ~1 Crore+ ",Self tdTabibi Business,Job Work,0
DR. HASMUKH PATEL ,"
 54
        ","
BJP
 ","

Prahladbhai Ranchodbhai Patel
        ","


Post Graduate
 MD in 1998, MBBS in 1993 from BJMC Medical college Asarwa Amraiwadi 
","86,95,913 ~86 Lacs+ ",Self tdPathologist laboratory,Housewife,0
DR. HIMANSHU PATEL (ADALAJ) ,"
 54
        ","
INC
 ","

Vitthalbhai Patel
        ","


Doctorate
 PHD (RTI) From Gujarat University Ahmedabad Year December 2011 &amp; D.Journalism From Nav Gujarat Multi Course Training Institute Ahmedabad Year April 1994
","7,90,99,007 ~7 Crore+ ",Self tdAdvocate & Notary - Farming,Housewife (Rent Income),0
DR. HITESHKUMAR MAHENDRABHAI PARMAR ,"
 41
        ","
Nirbhay Bharteey Party
 ","

Mahendrabhai Parmar
        ","


Graduate Professional
 MBBS (Bachelor of Medicine and Bachelor of Surgery) From Saurashtra University Shree M P Shah Medical College, Jamnagar Year November 2007
","93,62,000 ~93 Lacs+ ",Self tdSelf Employed,Job,0
DR. JIGNESH SOLANKI ,"
 31
        ","
AAP
 ","

Samatbhai
        ","


Graduate Professional
 BAMS, Shri Gulabkuvarba Ayurveda Mahavidyalaya- Jamnagar in 2013
","78,34,599 ~78 Lacs+ ",Self tdProfession,Business,0
DR. KANUBHAI V. KALSARIA ,"
 68
        ","
INC
 ","

Walabhai Punabhai Kalasaria
        ","


Post Graduate
 MBBS in 1978 And MS in 1982 From Gujarat University Year 1978, BA Medical College From Gujarat University
","14,89,046 ~14 Lacs+ ",Self tdTabibi Business,Housewife,2
DR. KUBERBHAI MANSUKHBHAI DINDOR ,"
 51
        ","
BJP
 ","

Mansukhbhai Motibhai
        ","


Doctorate
 Ph. D From Sardar Patel University In Year 2012
","2,26,90,045 ~2 Crore+ ",Self tdJob & Farming,Job,0
DR. MAHENDRABHAI PADALIA ,"
 70
        ","
BJP
 ","

Karshanbhai Padaliya
        ","


Doctorate
 PH.D From Saurashtra University Year 2003, LLM From Saurashtra University Year 1979, BSC From Saurashtra University From 1973
","8,42,16,405 ~8 Crore+ ",Self tdFarming & Pension,Share Market Investment,0
DR. P. C. PATEL ,"
 65
        ","
Bharatiya Rashtravadi Paksha
 ","

Chunilal Keshavlal Patel
        ","


Post Graduate
 M.D. From The M.S. University of Baroda In 1989 &amp; M.B.B.S. From Baroda Medical College In Year 1985
","2,81,65,807 ~2 Crore+ ","Self tdSalary, FD Income, Farming Income",FD Interest,0
DR. PRAFULBHAI DEVJIBHAI VASAVA ,"
 38
        ","
AAP
 ","

Devajibhai
        ","


Doctorate
 Master of Philosophy from Gujarat University, Year-2009, Doctor of Philosophy from Gujrat University, Year-2017
","42,04,144 ~42 Lacs+ ",Self tdSocial Worker,Government Servant,4
DR. PRAKASH BUDHABHAI PARMAR ,"
 39
        ","
INC
 ","

Budhabhai Parmar
        ","


Graduate Professional
 B.H.M.S. From Hemchandracharya Gujrat University,Pathan Year-2007
","3,13,28,210 ~3 Crore+ ",Self tdFarming-Tractor Business,Payment Allowance,0
DR. RAHUL VASUDEVBHAI VYAS ,"
 42
        ","
IND
 ","

Vasudevbhai Vyas
        ","


Doctorate
 LLB From Bachelor Of Law MS University Of Baroda Year 2006, PHD From Doctor Of Philosophy MS University Baroda Year 2013
","2,89,52,564 ~2 Crore+ ",Self tdConsultancy Professional Serivces,Business,0
DR. RAJULBEN DESAI ,"
 44
        ","
BJP
 ","

Lallubhai Desai
        ","


Doctorate
 PHD From HNGU University Patan Year May 2012 LLB From HNGU University Year March-June 2002, BA From HNGU University Patan Year March-June 1998
","2,01,19,237 ~2 Crore+ ","Self tdFarming, Professor & Social Worker",Farming & Broker,0
DR. THAKOR SUKHAJI SOMAJI ,"
 60
        ","
BJP
 ","

Somaji Ghemraji
        ","


Graduate
 Lokseva College B.R.S. Saurashtra University, Year-1987
","33,84,190 ~33 Lacs+ ",Self tdAgriculture & Animal Husbandry,House Wife & Animal Husbandry,0
DR.AMEE YAJNIK ,"
 63
        ","
INC
 ","

Harshadrai RaviShankar Yajnik
        ","


Doctorate
 JSD (Doctorate of Science in Law) from Stanford University, USA in Year 2006, JSM (Master in Science of Law) from Stanford University in Year 2000, M.E.E from IIEE New Delhi in 1988
","8,55,94,585 ~8 Crore+ ",Self tdAdvocate Fees & Payment Receive as Parliament Member ,Business,0
DR.JAYRAMBHAI CHEMABHAI GAMIT ,"
 47
        ","
BJP
 ","

Chemabhai Gamit
        ","


Doctorate
 Ph.D. from Veer Narmad South Gujarat University in 2019
","46,96,210 ~46 Lacs+ ",Self tdHusbandry,"Animal Husbandry, Agriculture",0
DR.MARK KATARA ,"
 40
        ","
Bhartiya Tribal Party
 ","

Becharbhai Katara
        ","


Graduate Professional
 Bachelor of Ayurvedic Medicine From Govt. Ayurvedic Mahavidhyalaya Junagad Gujarat Ayurvedic University Jamnagar
","21,71,084 ~21 Lacs+ ","Self tdBAMS (Doctor), Farming ",BAMS (Doctor),0
DR.RAMESHBHAI PATEL ,"
 38
        ","
AAP
 ","

Ishwarbhai PAtel
        ","


Others
 MBS from Gujarat Medical Council in Year 2008, Now studying in LLB,
","2,05,60,142 ~2 Crore+ ",Self tdDoctor,Doctor,0
DR.TASHVEEN SINGH ,"
 49
        ","
INC
 ","

Kamaljit Singh
        ","


Post Graduate
 Master Degree In Dental Surgery  From Ahmadabad Dental College, Ahmadabad, Gujarat University, 2017
","8,45,42,652 ~8 Crore+ ",Self tdProfesional,Profesional,0
DR.TUSHAR AMARSINH CHAUDHARY ,"
 56
        ","
INC
 ","

Amarsingh Chaudhary
        ","


Graduate Professional
 M.B.B.S From M.S University Vadodara Gujarat Year-1989
","7,74,72,386 ~7 Crore+ ",Self tdAgriculture & Construction  & Pension,Salary & Agriculture,0
DURLABHJIBHAI HARAKHJIBHAI DETHARIYA ,"
 63
        ","
BJP
 ","

Harakhjibhai Dethariya
        ","


10th Pass
 S.S.C.
","5,31,38,832 ~5 Crore+ ",Self tdBusiness & Farming,Business & Farming,0
EJAZ ASLAMBHAI MISTRY ,"
 36
        ","
IND
 ","

Aslambhai Mistri
        ","


8th Pass
 9th Pass  Meera ji Happy School Vadodara 1999
","77,000 ~77 Thou+ ",Self tdJOB,NA,0
EKBALBHAI HUSHENBHAI KATIYA ,"
 31
        ","
IND
 ","

Katia Husainbhai Hasanbhai
        ","


Literate
 1st Class from Rajkot Dist Panchayat Shikshan Samiti, Maaliya in Year 1968
","11,58,400 ~11 Lacs+ ",Self tdFisherman,Housewife,0
FAIJAL IBRAHIMBHAI DHAMLOT ,"
 25
        ","
IND
 ","

Ibrahimbhai Dhamlot
        ","


12th Pass
 Studying In B.Com From Saurashtra University Rajkot
","12,20,500 ~12 Lacs+ ",Self tdLabor,NA,0
FAIMIDA YUNUS SHAIKH ,"
 44
        ","
IND
 ","

Yunus Shaikh
        ","


Illiterate
 Illiterate
","54,000 ~54 Thou+ ",Self tdLabor,Labor,0
FALGUNI R. HADIYEL ,"
 27
        ","
New India United Party
 ","

Rajubhai
        ","


8th Pass
 9th Pass Gandhi School Ahmedabad in 2013
","1,30,000 ~1 Lacs+ ",Self tdHouse Wife,Pvt. Company Job,1
FARUK KHAN ,"
 26
        ","
IND
 ","

Yasinkhan Pathan
        ","


8th Pass
 9th Pass From Aman Highschool Udhna Year 2012
","75,000 ~75 Thou+ ",Self tdLabor,Housewife,0
FARUKHASHA SHABBIRSHA ,"
 35
        ","
IND
 ","

Shabbirsha Fakir
        ","


5th Pass
 6th Pass
","7,01,028 ~7 Lacs+ ",Self tdWages,House Wife,0
FARZAN ALLARAKHA MEMAN ,"
 53
        ","
IND
 ","

Allarkha Memon
        ","


5th Pass
 7th Pass
","3,65,000 ~3 Lacs+ ",Self tdLabour,Not Applicable,0
FATESINGBHAI CHIMANBHAI VASAVA ,"
 42
        ","
INC
 ","

Chimanbhai Vasava
        ","


5th Pass
 5th Pass
","1,47,34,253 ~1 Crore+ ",Self tdFarming,Housewife,12
FATESINH VAKHATSINH CHAUHAN ,"
 59
        ","
BJP
 ","

Vakhatsinh Chauhan
        ","


10th Pass
 10th Pass From Nutan High School Gundi Ghoghamba In  Year 1980
","66,50,000 ~66 Lacs+ ",Self tdFarming &  Animal Husbandry,Farming &  Animal Husbandry,0
GABU NAGJIBHAI MOHANBHAI ,"
 63
        ","
Rashtra Nirman Party
 ","

Mohanbhai Gabu
        ","


5th Pass
 7th Pass
","7,38,569 ~7 Lacs+ ",Self tdAgriculture,NA,0
