Candidate Name,Constituency,Party,Criminal_case,Education,Total_assets,Liabilities
['Bhagbir'],['170-TUGHLAKABAD EXTENSION'],['AAP'],['0'],['8th Pass'],"['Rs\xa02,95,86,500~ 2\xa0Crore+']",['Rs\xa00~']
['Bhagwati Mehra'],['193-KONDLI'],['IND'],['0'],['10th Pass'],"['Rs\xa04,57,000~ 4\xa0Lacs+']",['Rs\xa00~']
['Bharat'],['213-SHASTRI PARK'],['BJP'],['0'],['Graduate'],"['Rs\xa011,33,644~ 11\xa0Lacs+']",['Rs\xa00~']
['Bharat'],['73-CIVIL LINES'],['NCP'],['0'],['12th Pass'],"['Rs\xa011,90,010~ 11\xa0Lacs+']",['Rs\xa00~']
['Bharat Gautam'],['215-SHAHDARA'],['BJP'],['0'],['Graduate'],"['Rs\xa02,40,18,256~ 2\xa0Crore+']","['Rs\xa050,000~ 50\xa0Thou+']"
['Bharti'],['45-JAWALAPURI'],['IND'],['0'],['12th Pass'],"['Rs\xa032,50,813~ 32\xa0Lacs+']",['Rs\xa00~']
['Bharti'],['220-NAND NAGRI'],['IND'],['0'],['12th Pass'],"['Rs\xa075,662~ 75\xa0Thou+']",['Rs\xa00~']
['Bhavna Gupta'],['171-CHITARANJAN PARK'],['INC'],['0'],['Graduate'],"['Rs\xa022,68,51,716~ 22\xa0Crore+']",['Rs\xa00~']
['Bheem'],['39-MUBARIKPUR'],['IND'],['1'],['Literate'],"['Rs\xa08,05,403~ 8\xa0Lacs+']",['Rs\xa00~']
['Bhola Singh'],['195-KALYANPURI'],['INC'],['0'],['8th Pass'],"['Rs\xa014,20,500~ 14\xa0Lacs+']",['Rs\xa00~']
['Bhoomi Rachhoya'],['34-NANGLOI'],['NCP'],['2'],['5th Pass'],"['Rs\xa01,71,35,998~ 1\xa0Crore+']","['Rs\xa015,22,598~ 15\xa0Lacs+']"
['Bhushan Kumar'],['111-BAPROLA'],['IND'],['0'],['Graduate'],"['Rs\xa052,281~ 52\xa0Thou+']",['Rs\xa00~']
['Bhuvnesh Kumar Yadav'],['19-SARUP NAGAR'],['IND'],['0'],['Post Graduate'],"['Rs\xa018,12,756~ 18\xa0Lacs+']",['Rs\xa00~']
['Bijendri'],['237-HARSH VIHAR'],['BJP'],['0'],['8th Pass'],"['Rs\xa056,11,000~ 56\xa0Lacs+']",['Rs\xa00~']
['Billal'],['107-VIKAS PURI'],['IND'],['0'],['Graduate'],"['Rs\xa01,37,395~ 1\xa0Lacs+']",['Rs\xa00~']
['Bimla'],['45-JAWALAPURI'],['BJP'],['0'],['8th Pass'],"['Rs\xa02,57,33,381~ 2\xa0Crore+']","['Rs\xa053,13,704~ 53\xa0Lacs+']"
['Bimlesh'],['147-KOTLA MUBARAKPUR'],['IND'],['0'],['8th Pass'],"['Rs\xa014,60,000~ 14\xa0Lacs+']",['Rs\xa00~']
['Bindu'],['56-SHAIIMAR BAGH-B'],['IND'],['0'],['12th Pass'],"['Rs\xa05,53,000~ 5\xa0Lacs+']","['Rs\xa01,00,000~ 1\xa0Lacs+']"
['Bineeta Sharma'],['157-AYA NAGAR'],['IND'],['0'],['8th Pass'],"['Rs\xa036,434~ 36\xa0Thou+']",['Rs\xa00~']
['Bipin Bihari Singh'],['196-MAYUR VIHAR PHASE-II'],['BJP'],['0'],['Graduate'],"['Rs\xa08,79,92,800~ 8\xa0Crore+']","['Rs\xa04,16,82,542~ 4\xa0Crore+']"
['Birendra Kumar'],['250-SABAPUR'],['AAP'],['0'],['12th Pass'],"['Rs\xa033,32,744~ 33\xa0Lacs+']","['Rs\xa040,000~ 40\xa0Thou+']"
['Bobi'],['43-SULTANPURI-A'],['AAP'],['0'],['Illiterate'],"['Rs\xa092,10,000~ 92\xa0Lacs+']",['Rs\xa00~']
['Braham Prakash'],['30-BAWANA'],['BJP'],['0'],['12th Pass'],"['Rs\xa01,67,53,058~ 1\xa0Crore+']","['Rs\xa01,89,540~ 1\xa0Lacs+']"
['Braham Singh'],['186-MADANPUR KHADAR WEST'],['BJP'],['1'],['10th Pass'],"['Rs\xa016,23,18,748~ 16\xa0Crore+']",['Rs\xa00~']
['Brijesh Kumar Rai'],['10-JHARODA'],['BJP'],['0'],['Post Graduate'],"['Rs\xa053,57,512~ 53\xa0Lacs+']",['Rs\xa00~']
['Brijesh Singh'],['250-SABAPUR'],['BJP'],['1'],['10th Pass'],"['Rs\xa028,77,871~ 28\xa0Lacs+']","['Rs\xa05,80,000~ 5\xa0Lacs+']"
['Chanchal Choudhary'],['23-RITHALA'],['JD(U)'],['0'],['12th Pass'],"['Rs\xa08,00,450~ 8\xa0Lacs+']",['Rs\xa00~']
['Chandan Kumar'],['133-MAHIPALPUR'],['IND'],['0'],['10th Pass'],"['Rs\xa05,03,000~ 5\xa0Lacs+']","['Rs\xa02,01,500~ 2\xa0Lacs+']"
['Chandan Kumar Choudhary'],['163-SANGAM VIHAR-A'],['BJP'],['7'],['Graduate'],"['Rs\xa01,93,84,663~ 1\xa0Crore+']","['Rs\xa06,48,000~ 6\xa0Lacs+']"
['Chandani Siddiqui'],['201-LALITA PARK'],['INC'],['0'],['12th Pass'],"['Rs\xa03,09,21,022~ 3\xa0Crore+']",['Rs\xa00~']
['Chander Mohan'],['204-PREET VIHAR'],['INC'],['0'],['Graduate'],"['Rs\xa05,36,71,667~ 5\xa0Crore+']","['Rs\xa013,49,542~ 13\xa0Lacs+']"
['Chander Pal'],['68-MODEL TOWN'],['IND'],['0'],['8th Pass'],"['Rs\xa02,60,500~ 2\xa0Lacs+']",['Rs\xa00~']
['Chander Prakash'],['176-GOVIND PURI'],['BJP'],['1'],['Post Graduate'],"['Rs\xa06,23,12,701~ 6\xa0Crore+']","['Rs\xa069,00,000~ 69\xa0Lacs+']"
['Chander Prakash Dharra'],['129-ROSHAN PURA'],['IND'],['0'],['10th Pass'],"['Rs\xa050,72,000~ 50\xa0Lacs+']",['Rs\xa00~']
['Chandra Kant'],['170-TUGHLAKABAD EXTENSION'],['INC'],['0'],['12th Pass'],"['Rs\xa077,60,401~ 77\xa0Lacs+']","['Rs\xa08,21,333~ 8\xa0Lacs+']"
['Chandra Prakash Sharma'],['222-RAM NAGAR EAST'],['BJP'],['0'],['Graduate'],"['Rs\xa01,87,88,498~ 1\xa0Crore+']","['Rs\xa02,29,900~ 2\xa0Lacs+']"
['Charan Dass'],['73-CIVIL LINES'],['INC'],['0'],['5th Pass'],"['Rs\xa041,40,768~ 41\xa0Lacs+']","['Rs\xa010,33,317~ 10\xa0Lacs+']"
['Charan Singh'],['188-ABUL FAZAL ENCLAVE'],['BJP'],['0'],['8th Pass'],"['Rs\xa032,47,298~ 32\xa0Lacs+']","['Rs\xa05,93,000~ 5\xa0Lacs+']"
['Cheena Malik'],['141-RAJINDER NAGAR'],['INC'],['0'],['12th Pass'],"['Rs\xa061,11,248~ 61\xa0Lacs+']","['Rs\xa09,00,000~ 9\xa0Lacs+']"
['Cherry Singh'],['207-VISHWAS NAGAR'],['BJP'],['0'],['Graduate Professional'],"['Rs\xa02,48,13,179~ 2\xa0Crore+']","['Rs\xa01,46,62,335~ 1\xa0Crore+']"
['Chetan Kataria'],['204-PREET VIHAR'],['IND'],['0'],['Post Graduate'],"['Rs\xa01,95,000~ 1\xa0Lacs+']",['Rs\xa00~']
['Chetna Maurya'],['10-JHARODA'],['IND'],['0'],['Graduate'],"['Rs\xa01,55,000~ 1\xa0Lacs+']",['Rs\xa00~']
['Chhanowar Ali'],['156-VASANT KUNJ'],['AIFB'],['0'],['8th Pass'],"['Rs\xa014,85,000~ 14\xa0Lacs+']","['Rs\xa03,50,000~ 3\xa0Lacs+']"
['Chhaya Gaurav Sharma'],['229-BRAHAM PURI'],['AAP'],['0'],['Graduate'],"['Rs\xa03,39,73,297~ 3\xa0Crore+']","['Rs\xa01,90,00,000~ 1\xa0Crore+']"
['Chitra Shalini'],['218-SUNDAR NAGRI'],['IND'],['0'],['Graduate Professional'],"['Rs\xa073,565~ 73\xa0Thou+']",['Rs\xa00~']
['Chitra Vidyarthi'],['66-WAZIR PUR'],['AAP'],['1'],['Graduate Professional'],"['Rs\xa02,40,60,475~ 2\xa0Crore+']","['Rs\xa048,33,795~ 48\xa0Lacs+']"
['Chunni Lal'],['67-SANGAM PARK'],['BSP'],['0'],['8th Pass'],"['Rs\xa01,67,500~ 1\xa0Lacs+']",['Rs\xa00~']
['Dal Chand Anand'],['215-SHAHDARA'],['AAP'],['0'],['12th Pass'],"['Rs\xa043,57,900~ 43\xa0Lacs+']","['Rs\xa09,34,000~ 9\xa0Lacs+']"
['Dalel Khokhar'],['127-NAJAFGARH'],['NCP'],['0'],['10th Pass'],"['Rs\xa087,10,000~ 87\xa0Lacs+']","['Rs\xa04,50,000~ 4\xa0Lacs+']"
['Darshana'],['143-SIDHARTHA NAGAR'],['INC'],['0'],['Post Graduate'],"['Rs\xa01,83,71,953~ 1\xa0Crore+']","['Rs\xa058,76,320~ 58\xa0Lacs+']"
['Darshna Devi'],['34-NANGLOI'],['IND'],['0'],['5th Pass'],"['Rs\xa06,81,85,000~ 6\xa0Crore+']","['Rs\xa016,00,000~ 16\xa0Lacs+']"
['Daulat'],['44-SULTANPURI-B'],['AAP'],['1'],['10th Pass'],"['Rs\xa03,87,926~ 3\xa0Lacs+']",['Rs\xa00~']
['Deep Kumar'],['4-ALIPUR'],['AAP'],['0'],['10th Pass'],"['Rs\xa02,59,14,023~ 2\xa0Crore+']",['Rs\xa00~']
['Deepak Gupta'],['228-MAUJPUR'],['BSP'],['0'],['8th Pass'],"['Rs\xa041,79,462~ 41\xa0Lacs+']",['Rs\xa00~']
['Deepak Kumar'],['42-MANGOL PURI'],['INC'],['0'],['8th Pass'],"['Rs\xa09,60,200~ 9\xa0Lacs+']","['Rs\xa01,26,000~ 1\xa0Lacs+']"
['Deepak Vohra'],['115-UTTAM NAGAR'],['AAP'],['1'],['12th Pass'],"['Rs\xa01,12,80,593~ 1\xa0Crore+']","['Rs\xa012,20,802~ 12\xa0Lacs+']"
['Deepali Kapoor'],['86-EAST PATEL NAGAR'],['BJP'],['0'],['12th Pass'],"['Rs\xa02,33,49,935~ 2\xa0Crore+']","['Rs\xa05,71,652~ 5\xa0Lacs+']"
['Deepanshi Singhal'],['150-GREEN PARK'],['IND'],['0'],['Graduate Professional'],"['Rs\xa01,53,000~ 1\xa0Lacs+']",['Rs\xa00~']
['Deepika'],['167-KHANPUR'],['INC'],['0'],['12th Pass'],"['Rs\xa021,15,900~ 21\xa0Lacs+']","['Rs\xa040,012~ 40\xa0Thou+']"
['Deepika Deshwal'],['58-SARASWATI VIHAR'],['INC'],['0'],['Post Graduate'],"['Rs\xa01,20,89,622~ 1\xa0Crore+']",['Rs\xa00~']
['Deepmala'],['99-HARI NAGAR'],['IND'],['0'],['Graduate'],"['Rs\xa074,000~ 74\xa0Thou+']",['Rs\xa00~']
['Deepti Indora'],['77-DELHI GATE'],['BJP'],['0'],['Post Graduate'],"['Rs\xa01,26,28,672~ 1\xa0Crore+']","['Rs\xa011,53,401~ 11\xa0Lacs+']"
['Deshraj Singh'],['183-HARI NAGAR EXTENSION'],['BSP'],['0'],['Graduate'],"['Rs\xa01,00,26,042~ 1\xa0Crore+']",['Rs\xa00~']
['Devender'],['129-ROSHAN PURA'],['BJP'],['0'],['10th Pass'],"['Rs\xa02,41,605~ 2\xa0Lacs+']",['Rs\xa00~']
['Devender Kumar'],['146-AMAR COLONY'],['INC'],['0'],['12th Pass'],"['Rs\xa01,24,94,109~ 1\xa0Crore+']","['Rs\xa086,174~ 86\xa0Thou+']"
['Devender Kumar'],['196-MAYUR VIHAR PHASE-II'],['AAP'],['3'],['8th Pass'],"['Rs\xa064,88,161~ 64\xa0Lacs+']","['Rs\xa039,771~ 39\xa0Thou+']"
['Devender Singh'],['23-RITHALA'],['IND'],['0'],['8th Pass'],"['Rs\xa01,30,680~ 1\xa0Lacs+']",['Rs\xa00~']
['Devender Singh'],['172-CHIRAG DELHI'],['BSP'],['0'],['8th Pass'],"['Rs\xa095,72,679~ 95\xa0Lacs+']",['Rs\xa00~']
['Dharam Devi'],['47-NIHAL VIHAR'],['BSP'],['0'],['Literate'],"['Rs\xa01,17,15,875~ 1\xa0Crore+']","['Rs\xa018,000~ 18\xa0Thou+']"
['Dharam Pal'],['127-NAJAFGARH'],['IND'],['0'],['12th Pass'],"['Rs\xa020,15,000~ 20\xa0Lacs+']",['Rs\xa00~']
['Dharam Pal'],['156-VASANT KUNJ'],['IND'],['0'],['Graduate'],"['Rs\xa02,17,39,519~ 2\xa0Crore+']",['Rs\xa00~']
['Dharam Rakshak'],['49-MANGOIPURI-A'],['AAP'],['0'],['8th Pass'],"['Rs\xa01,21,75,811~ 1\xa0Crore+']","['Rs\xa014,68,000~ 14\xa0Lacs+']"
['Dharambir Anand'],['91-RAMESH NAGAR'],['IND'],['0'],['Illiterate'],"['Rs\xa015,29,40,000~ 15\xa0Crore+']","['Rs\xa016,20,000~ 16\xa0Lacs+']"
['Dharambir Sharma'],['51-ROHINI-C'],['BJP'],['0'],['12th Pass'],"['Rs\xa015,10,569~ 15\xa0Lacs+']",['Rs\xa00~']
['Dharamveer Singh'],['163-SANGAM VIHAR-A'],['IND'],['0'],['Graduate Professional'],"['Rs\xa03,13,13,361~ 3\xa0Crore+']",['Rs\xa00~']
['Dharamvir Singh'],['152-R.K. PURAM'],['AAP'],['0'],['12th Pass'],"['Rs\xa027,47,852~ 27\xa0Lacs+']","['Rs\xa017,44,149~ 17\xa0Lacs+']"
['Dharmender Kumar'],['27-BEGUMPUR'],['AAP'],['0'],['10th Pass'],"['Rs\xa049,09,399~ 49\xa0Lacs+']",['Rs\xa00~']
['Dharmender Kumar'],['80-RAM NAGAR'],['AAP'],['1'],['8th Pass'],"['Rs\xa02,85,85,336~ 2\xa0Crore+']",['Rs\xa00~']
['Dharmender Singh'],['248-KARAWAI NAGAR-WEST'],['INC'],['0'],['Illiterate'],"['Rs\xa013,88,063~ 13\xa0Lacs+']",['Rs\xa00~']
['Dharmesh Kumar'],['82-PAHAR GANJ'],['INC'],['0'],['12th Pass'],"['Rs\xa02,75,000~ 2\xa0Lacs+']",['Rs\xa00~']
['Dhirender Kumar Bunty Gautam'],['195-KALYANPURI'],['AAP'],['2'],['12th Pass'],"['Rs\xa026,61,714~ 26\xa0Lacs+']",['Rs\xa00~']
['Diksha'],['40-NITHARI'],['BSP'],['0'],['10th Pass'],"['Rs\xa011,30,179~ 11\xa0Lacs+']","['Rs\xa09,13,000~ 9\xa0Lacs+']"
['Dilbag Singh'],['135-PALAM'],['INC'],['1'],['5th Pass'],"['Rs\xa01,91,39,561~ 1\xa0Crore+']",['Rs\xa00~']
['Dilshana'],['18-JAHANGIR PURI'],['BSP'],['0'],['Illiterate'],"['Rs\xa02,60,79,000~ 2\xa0Crore+']","['Rs\xa040,000~ 40\xa0Thou+']"
['Dimple Ahuja'],['104-JANAK PURI SOUTH'],['AAP'],['0'],['Graduate'],"['Rs\xa048,13,247~ 48\xa0Lacs+']",['Rs\xa00~']
['Dinesh Chander Sharma'],['37-KIRARI'],['BSP'],['0'],['10th Pass'],"['Rs\xa043,90,000~ 43\xa0Lacs+']",['Rs\xa00~']
['Dinesh Jain'],['99-HARI NAGAR'],['INC'],['0'],['10th Pass'],"['Rs\xa055,40,288~ 55\xa0Lacs+']","['Rs\xa05,39,000~ 5\xa0Lacs+']"
['Dinesh Kumar'],['2-BANKNER'],['AAP'],['0'],['12th Pass'],"['Rs\xa01,39,52,466~ 1\xa0Crore+']","['Rs\xa030,00,000~ 30\xa0Lacs+']"
['Dipti'],['77-DELHI GATE'],['INC'],['0'],['12th Pass'],"['Rs\xa02,25,01,395~ 2\xa0Crore+']",['Rs\xa00~']
['Divya Jha'],['18-JAHANGIR PURI'],['BJP'],['0'],['Post Graduate'],"['Rs\xa02,94,49,067~ 2\xa0Crore+']","['Rs\xa03,92,000~ 3\xa0Lacs+']"
['Diwakar Mittal'],['39-MUBARIKPUR'],['INC'],['0'],['Graduate'],"['Rs\xa020,02,000~ 20\xa0Lacs+']",['Rs\xa00~']
['Diwan Singh'],['181-MOLARBAND'],['IND'],['0'],['10th Pass'],"['Rs\xa06,51,200~ 6\xa0Lacs+']","['Rs\xa050,000~ 50\xa0Thou+']"
['Dolly'],['165-MADANGIR'],['INC'],['0'],['10th Pass'],"['Rs\xa04,56,625~ 4\xa0Lacs+']","['Rs\xa078,000~ 78\xa0Thou+']"
['Dr. Nasreen'],['243-MUSTAFABAD'],['AAP'],['0'],['Graduate'],"['Rs\xa03,92,03,345~ 3\xa0Crore+']",['Rs\xa00~']
['Dushyant Kumar'],['61-KOHAT ENCLAVE'],['INC'],['0'],['10th Pass'],"['Rs\xa073,74,842~ 73\xa0Lacs+']","['Rs\xa011,10,635~ 11\xa0Lacs+']"
['Dushyant Yadav'],['59-PACHIM VIHAR'],['INC'],['1'],['Graduate'],"['Rs\xa02,42,84,305~ 2\xa0Crore+']","['Rs\xa068,68,211~ 68\xa0Lacs+']"
['Ekram Ul Hasan'],['234-KABIR NAGAR'],['IND'],['0'],['10th Pass'],"['Rs\xa03,65,000~ 3\xa0Lacs+']",['Rs\xa00~']
['Ekta'],['43-SULTANPURI-A'],['BJP'],['0'],['Graduate'],"['Rs\xa02,12,311~ 2\xa0Lacs+']",['Rs\xa00~']
['Esha Bishnoi'],['136-MADHU VIHAR'],['INC'],['0'],['Post Graduate'],"['Rs\xa02,40,47,923~ 2\xa0Crore+']","['Rs\xa017,42,204~ 17\xa0Lacs+']"
['Faijullah Rahmani'],['39-MUBARIKPUR'],['IND'],['0'],['12th Pass'],"['Rs\xa043,72,000~ 43\xa0Lacs+']",['Rs\xa00~']
['Falak Jahan'],['225-SEELAMPUR'],['IND'],['0'],['Graduate'],"['Rs\xa02,13,710~ 2\xa0Lacs+']",['Rs\xa00~']
['Farha Naaz'],['11-TIMARPUR'],['IND'],['0'],['12th Pass'],"['Rs\xa04,00,000~ 4\xa0Lacs+']",['Rs\xa00~']
['Farhad Suri'],['142-DARYAGANJ'],['INC'],['5'],['Graduate'],"['Rs\xa040,46,620~ 40\xa0Lacs+']",['Rs\xa00~']
['Farjana Begum'],['75-JAMA MASJID'],['IND'],['0'],['8th Pass'],"['Rs\xa01,27,250~ 1\xa0Lacs+']",['Rs\xa00~']
['Farzana Akhtar'],['199-MANDAWAII'],['IND'],['0'],['Post Graduate'],"['Rs\xa05,80,000~ 5\xa0Lacs+']",['Rs\xa00~']
['Firoza'],['161-DEOLI'],['IND'],['0'],['10th Pass'],"['Rs\xa070,35,000~ 70\xa0Lacs+']","['Rs\xa049,85,000~ 49\xa0Lacs+']"
['Gagan Choudhary'],['10-JHARODA'],['AAP'],['0'],['Graduate Professional'],"['Rs\xa050,03,915~ 50\xa0Lacs+']",['Rs\xa00~']
['Gagan Gohar'],['150-GREEN PARK'],['BSP'],['0'],['10th Pass'],"['Rs\xa01,00,000~ 1\xa0Lacs+']",['Rs\xa00~']
['Gagan Kasana'],['181-MOLARBAND'],['BJP'],['0'],['Post Graduate'],"['Rs\xa03,63,47,974~ 3\xa0Crore+']",['Rs\xa00~']
['Gajendra Singh Daral'],['35-MUNDKA'],['IND'],['1'],['Graduate'],"['Rs\xa014,28,07,540~ 14\xa0Crore+']","['Rs\xa01,53,68,143~ 1\xa0Crore+']"
['Gajinder Panwar'],['97-CHAUKHANDI NAGAR'],['RLD'],['1'],['10th Pass'],"['Rs\xa01,80,68,023~ 1\xa0Crore+']",['Rs\xa00~']
['Gaurav Anand'],['139-NARAINA'],['BSP'],['0'],['10th Pass'],"['Rs\xa04,30,699~ 4\xa0Lacs+']",['Rs\xa00~']
['Gaurav Kumar Singh'],['23-RITHALA'],['IND'],['0'],['10th Pass'],"['Rs\xa010,261~ 10\xa0Thou+']","['Rs\xa010,000~ 10\xa0Thou+']"
['Gayatri Yadav'],['20-SAMAYPUR BADLI'],['BJP'],['0'],['Post Graduate'],"['Rs\xa01,01,16,596~ 1\xa0Crore+']","['Rs\xa030,00,000~ 30\xa0Lacs+']"
['Geeta'],['104-JANAK PURI SOUTH'],['INC'],['0'],['Graduate'],"['Rs\xa068,45,000~ 68\xa0Lacs+']",['Rs\xa00~']
['Geeta'],['165-MADANGIR'],['BSP'],['0'],['12th Pass'],"['Rs\xa02,20,100~ 2\xa0Lacs+']",['Rs\xa00~']
['Geeta'],['165-MADANGIR'],['AAP'],['0'],['10th Pass'],"['Rs\xa01,86,767~ 1\xa0Lacs+']",['Rs\xa00~']
['Geeta Bhardwaj'],['231-GHONDA'],['IND'],['0'],['Post Graduate'],"['Rs\xa025,32,857~ 25\xa0Lacs+']",['Rs\xa00~']
['Geeta Devi'],['71-KISHAN GANJ'],['BJP'],['0'],['5th Pass'],"['Rs\xa03,15,54,506~ 3\xa0Crore+']","['Rs\xa052,56,917~ 52\xa0Lacs+']"
['Geeta Devi'],['132-KAPASHERA'],['IND'],['0'],['5th Pass'],"['Rs\xa012,00,000~ 12\xa0Lacs+']",['Rs\xa00~']
['Geeta Rajput'],['118-SAGARPUR'],['INC'],['0'],['10th Pass'],"['Rs\xa046,75,416~ 46\xa0Lacs+']",['Rs\xa00~']
['Geeta Verma'],['246- SRI RAM COLONY'],['BSP'],['0'],['Not Given'],"['Rs\xa020,000~ 20\xa0Thou+']",['Rs\xa00~']
['Geetu'],['106-JANAK PURI WEST'],['AAP'],['0'],['10th Pass'],"['Rs\xa02,08,72,693~ 2\xa0Crore+']","['Rs\xa044,61,745~ 44\xa0Lacs+']"
['Geetu'],['124-NANGII SAKRAWATI'],['AAP'],['0'],['Post Graduate'],"['Rs\xa02,53,40,079~ 2\xa0Crore+']","['Rs\xa058,22,280~ 58\xa0Lacs+']"
['Ghan Shyam'],['84-DEV NAGAR'],['BJP'],['0'],['Illiterate'],"['Rs\xa01,56,98,185~ 1\xa0Crore+']",['Rs\xa00~']
['Goldy Sood'],['215-SHAHDARA'],['INC'],['0'],['8th Pass'],"['Rs\xa03,60,82,938~ 3\xa0Crore+']","['Rs\xa06,04,912~ 6\xa0Lacs+']"
['Gopeshwar Yadav'],['55-SHALIMAR BAGH-A'],['INC'],['0'],['Graduate'],"['Rs\xa027,69,594~ 27\xa0Lacs+']","['Rs\xa09,18,864~ 9\xa0Lacs+']"
['Guddi Devi'],['12-MALKA GANJ'],['AAP'],['0'],['10th Pass'],"['Rs\xa097,46,793~ 97\xa0Lacs+']","['Rs\xa018,00,000~ 18\xa0Lacs+']"
['Guddi Devi'],['182-MEETHAPUR'],['BJP'],['0'],['8th Pass'],"['Rs\xa058,18,058~ 58\xa0Lacs+']","['Rs\xa01,50,000~ 1\xa0Lacs+']"
['Guddu Gautam'],['28-SHAHBAAD DAIRY'],['IND'],['0'],['10th Pass'],"['Rs\xa022,000~ 22\xa0Thou+']","['Rs\xa020,000~ 20\xa0Thou+']"
['Gulab Singh'],['209-JAGAT PURI'],['IND'],['0'],['8th Pass'],"['Rs\xa025,64,898~ 25\xa0Lacs+']","['Rs\xa02,58,726~ 2\xa0Lacs+']"
['Gulab Singh'],['8-MUKUNDPUR'],['BJP'],['1'],['10th Pass'],"['Rs\xa02,92,42,101~ 2\xa0Crore+']","['Rs\xa018,64,000~ 18\xa0Lacs+']"
['Gulab Singhal'],['10-JHARODA'],['IND'],['0'],['10th Pass'],"['Rs\xa011,000~ 11\xa0Thou+']",['Rs\xa00~']
['Gulzar Khan'],['79-BALLIMARAN'],['IND'],['0'],['5th Pass'],"['Rs\xa015,11,375~ 15\xa0Lacs+']",['Rs\xa00~']
['Gurpreet Kaur'],['63-TRI NAGAR'],['IND'],['0'],['Post Graduate'],"['Rs\xa01,52,500~ 1\xa0Lacs+']",['Rs\xa00~']
['Gurpreet Singh'],['91-RAMESH NAGAR'],['INC'],['0'],['12th Pass'],"['Rs\xa01,53,75,000~ 1\xa0Crore+']","['Rs\xa09,50,000~ 9\xa0Lacs+']"
['Harendra Singh'],['183-HARI NAGAR EXTENSION'],['IND'],['0'],['10th Pass'],"['Rs\xa03,60,000~ 3\xa0Lacs+']",['Rs\xa00~']
['Hari Prakash Bahadur'],['238-SABOLI'],['BJP'],['0'],['12th Pass'],"['Rs\xa013,46,370~ 13\xa0Lacs+']",['Rs\xa00~']
['Harinder Singh'],['186-MADANPUR KHADAR WEST'],['AAP'],['0'],['12th Pass'],"['Rs\xa09,15,900~ 9\xa0Lacs+']","['Rs\xa04,32,550~ 4\xa0Lacs+']"
['Harish Chander Lamba'],['101-TILAK NAGAR'],['INC'],['0'],['Graduate'],"['Rs\xa01,20,74,971~ 1\xa0Crore+']","['Rs\xa044,00,000~ 44\xa0Lacs+']"
['Harish Oberoi'],['103-KESHOPUR'],['BJP'],['0'],['Graduate'],"['Rs\xa04,66,20,830~ 4\xa0Crore+']","['Rs\xa09,34,299~ 9\xa0Lacs+']"
['Harpreet Kaur'],['36-NIIOTHI'],['IND'],['0'],['Graduate'],"['Rs\xa027,35,414~ 27\xa0Lacs+']","['Rs\xa010,63,250~ 10\xa0Lacs+']"
['Harpreet Singh'],['99-HARI NAGAR'],['IND'],['0'],['Post Graduate'],"['Rs\xa02,28,598~ 2\xa0Lacs+']",['Rs\xa00~']
['Haseeb Ul Hasan'],['213-SHASTRI PARK'],['IND'],['0'],['Graduate'],"['Rs\xa01,26,43,778~ 1\xa0Crore+']","['Rs\xa027,56,800~ 27\xa0Lacs+']"
['Haseena'],['40-NITHARI'],['INC'],['0'],['8th Pass'],"['Rs\xa06,42,051~ 6\xa0Lacs+']",['Rs\xa00~']
['Hawa Singh'],['150-GREEN PARK'],['INC'],['0'],['8th Pass'],"['Rs\xa01,99,39,021~ 1\xa0Crore+']","['Rs\xa01,45,000~ 1\xa0Lacs+']"
['Heena'],['243-MUSTAFABAD'],['IND'],['0'],['12th Pass'],"['Rs\xa04,000~ 4\xa0Thou+']",['Rs\xa00~']
['Heera Singh Rawat'],['196-MAYUR VIHAR PHASE-II'],['INC'],['0'],['12th Pass'],"['Rs\xa046,07,389~ 46\xa0Lacs+']",['Rs\xa00~']
['Hema'],['184-JAITPUR'],['AAP'],['0'],['10th Pass'],"['Rs\xa088,05,580~ 88\xa0Lacs+']","['Rs\xa010,97,188~ 10\xa0Lacs+']"
['Hemant Gangwal'],['42-MANGOL PURI'],['BSP'],['0'],['8th Pass'],"['Rs\xa074,54,680~ 74\xa0Lacs+']","['Rs\xa04,82,530~ 4\xa0Lacs+']"
['Hemant Kumar Singh'],['111-BAPROLA'],['JD(U)'],['0'],['10th Pass'],"['Rs\xa04,53,357~ 4\xa0Lacs+']",['Rs\xa00~']
['Hemchand Goel'],['181-MOLARBAND'],['AAP'],['0'],['10th Pass'],"['Rs\xa019,12,46,681~ 19\xa0Crore+']","['Rs\xa020,00,000~ 20\xa0Lacs+']"
['Hemlata'],['34-NANGLOI'],['AAP'],['0'],['5th Pass'],"['Rs\xa034,49,292~ 34\xa0Lacs+']",['Rs\xa00~']
['Hemlata Varun'],['45-JAWALAPURI'],['IND'],['1'],['Graduate'],"['Rs\xa090,60,538~ 90\xa0Lacs+']","['Rs\xa04,92,000~ 4\xa0Lacs+']"
['Himani Ambawta'],['157-AYA NAGAR'],['AAP'],['0'],['Graduate'],"['Rs\xa011,40,31,938~ 11\xa0Crore+']","['Rs\xa03,91,45,997~ 3\xa0Crore+']"
['Himani Jain'],['153-VASANT VIHAR'],['AAP'],['0'],['Graduate'],"['Rs\xa02,76,72,692~ 2\xa0Crore+']","['Rs\xa043,80,314~ 43\xa0Lacs+']"
['Himanshi Pandey'],['201-LALITA PARK'],['BJP'],['0'],['Post Graduate'],"['Rs\xa046,11,842~ 46\xa0Lacs+']",['Rs\xa00~']
